"","HUC_12","MeanPrecip"
"1",130600110703,16.1147994995117
"2",30502071106,48
"3",30502060309,48
"4",30502060406,48
"5",30502060307,48.6053009033203
"6",30502020207,47.9846992492676
"7",30502020203,48
"8",30502060308,48.4249992370605
"9",30502020206,47.1044998168945
"10",30502060403,48.9090995788574
"11",30502020204,46.9743995666504
"12",30502060405,48.8372001647949
"13",30502020104,49.0079002380371
"14",30502020202,48.2098999023438
"15",30502010605,48.2464981079102
"16",30502090206,49.1026000976563
"17",30502020102,49
"18",30502010707,47.3238983154297
"19",30502020103,49
"20",30502090203,48.5237998962402
"21",30502020105,49.625
"22",30502010402,48.0951995849609
"23",30502010604,50
"24",30502010602,49.8636016845703
"25",30502060303,48.7044982910156
"26",30502020101,49
"27",30502100103,48.0484008789063
"28",30502020205,47.4700012207031
"29",30502060404,48.1165008544922
"30",30502060401,49
"31",30502060402,48.9828987121582
"32",30502010708,46.9893989562988
"33",30502020201,49
"34",30502060305,48.6705017089844
"35",30502090207,47.2841987609863
"36",30502090204,47
"37",30502010703,49.8478012084961
"38",30502010603,50
"39",30502090205,51.7703018188477
"40",30502010401,49.7272987365723
"41",30502010705,49.1153984069824
"42",30502010706,49.9314002990723
"43",30502010305,48.7221984863281
"44",30502010601,49.9355010986328
"45",30502010506,49.4365005493164
"46",30502010505,49.7594985961914
"47",30502090102,52.2727012634277
"48",30502010304,48.875
"49",30402050903,49.5279998779297
"50",30402050905,50.0499992370605
"51",30402050707,48
"52",30402070207,53.2920989990234
"53",30402050909,51.5084991455078
"54",30501120102,47
"55",30402050901,48.7812995910645
"56",30402050705,48
"57",30402020705,47.9716987609863
"58",30402060803,52
"59",30402050602,46.9551010131836
"60",30402060706,50.7459983825684
"61",30402040807,51.0290985107422
"62",30402050401,46.8773994445801
"63",30402040806,50.4500007629395
"64",30402070201,48.2221984863281
"65",30402050702,48
"66",30402020704,47.0069999694824
"67",30402050503,47.0866012573242
"68",30402020603,47.0080986022949
"69",30402020601,47.415699005127
"70",30402040702,50.3151016235352
"71",30402060801,51.6973991394043
"72",30402040701,49.4580001831055
"73",30402060802,51.9044990539551
"74",30402020702,46.8018989562988
"75",30402050204,46
"76",30402060705,52.0126991271973
"77",30402050710,48.0237998962402
"78",30402050806,50.1978988647461
"79",30402050801,48.0097999572754
"80",30402050708,48
"81",30402070205,52
"82",30402050805,49.2585983276367
"83",30402050704,48
"84",30402070206,52.2033004760742
"85",30402050604,47.6795997619629
"86",30402050407,47.5233001708984
"87",30402050804,49.029899597168
"88",30402050802,48
"89",30402060906,51.2387008666992
"90",30402050403,46.6491012573242
"91",30402050803,48.2043991088867
"92",30402060907,52
"93",30402070204,50.6893005371094
"94",30402050404,47.2400016784668
"95",30402070202,48.4838981628418
"96",30402060905,52
"97",30402060903,51.6922988891602
"98",30402060901,50.7560997009277
"99",30402050703,48.3377990722656
"100",30402050505,48.0400009155273
"101",30402040809,51.7980995178223
"102",30402020604,47.4810981750488
"103",30402040810,50.7700004577637
"104",30402050603,47.0666999816895
"105",30402020602,47.6412010192871
"106",30402070203,49.3376998901367
"107",30402050302,46.0122985839844
"108",30402060904,51.9821014404297
"109",30402050701,48.7341995239258
"110",30402050601,47
"111",30402050504,47.2837982177734
"112",30402060902,51.4211006164551
"113",30402050109,46.4500007629395
"114",30402011201,46.7952003479004
"115",30402050205,45.9756011962891
"116",30402020407,46.0332984924316
"117",30402020408,46.1026000976563
"118",30402040602,51.7299995422363
"119",30402050106,45.787899017334
"120",30402040603,50.6969985961914
"121",30402020701,46.0940017700195
"122",30402050502,46.9609985351563
"123",30402050501,46.1904983520508
"124",30402020703,46.8362007141113
"125",30402040808,48.5027008056641
"126",30402011202,47.2966995239258
"127",30402020505,46.5033988952637
"128",30402040804,48.1866989135742
"129",30402011103,46.7020988464355
"130",30402010710,45.875
"131",30402010708,45.8928985595703
"132",30402040508,47
"133",30402040404,46.8437995910645
"134",30402020406,46
"135",30402011001,46
"136",30402020502,45.1356010437012
"137",30402010808,46.725399017334
"138",30402040505,46
"139",30402010705,47
"140",30402010704,46.2439002990723
"141",30402031301,46
"142",30402010702,46
"143",30402010701,45.8139991760254
"144",30402010703,46.4389991760254
"145",30402050203,45.7948989868164
"146",30402050107,45.5
"147",30402010904,45.9710006713867
"148",30402011105,46.9847984313965
"149",30402040604,49.2052993774414
"150",30402050104,45.0185012817383
"151",30402040805,47.1027984619141
"152",30402050202,44.9059982299805
"153",30402011104,46.6963996887207
"154",30402011003,46.0147018432617
"155",30402040801,48.511100769043
"156",30402040803,47.4906005859375
"157",30402020504,45.4198989868164
"158",30402010905,45.7240982055664
"159",30402010901,45.7540016174316
"160",30402050103,44.7575988769531
"161",30402020405,46
"162",30402010903,45.0713996887207
"163",30402011102,47
"164",30402020403,45.2244987487793
"165",30402031402,48.625
"166",30402050201,44
"167",30402050105,44.2459983825684
"168",30402040507,46.9791984558105
"169",30402020501,45
"170",130500032409,11.9059000015259
"171",130500040101,25.9682006835938
"172",130302020501,19.4211006164551
"173",130302020104,21.4486999511719
"174",130302020106,21.5641002655029
"175",130500032407,12.7287998199463
"176",130600100305,22.3152008056641
"177",130500031602,11.4458999633789
"178",130301010303,12.4783000946045
"179",130301030303,11.7047996520996
"180",130600100503,17.2278003692627
"181",130600100303,27.9258995056152
"182",130600071105,13.0515003204346
"183",130600071201,16.375
"184",130500031501,24.9090995788574
"185",130600071101,14.2545003890991
"186",130301030206,11.6386003494263
"187",130500031503,11.2222003936768
"188",130600071103,13.7399997711182
"189",130600090406,14.9621000289917
"190",130600071202,15.3472003936768
"191",130301010410,12.0857000350952
"192",130500031402,10.918399810791
"193",130600071104,13.1208000183105
"194",130301010302,17.6832008361816
"195",130302020103,23
"196",130600071204,13.3077001571655
"197",130302020201,19.3250007629395
"198",130301030401,11.5152997970581
"199",130500031701,15.5291004180908
"200",130600100504,15.5170001983643
"201",130301020205,12.0434999465942
"202",130301020206,11.0488004684448
"203",130600100304,24.7560997009277
"204",130600100203,19.8864002227783
"205",130302020204,20.1350002288818
"206",130600071403,13
"207",130301020201,14.9533004760742
"208",130600100204,20.8281002044678
"209",130500032408,12.9574003219604
"210",130301020401,12
"211",130500031702,14.1100997924805
"212",130302020502,19.7569007873535
"213",130302020107,17.7402992248535
"214",130600100604,14.805100440979
"215",130302020203,20.4293994903564
"216",130301020203,21.2453002929688
"217",130301020204,13.7958002090454
"218",130301020202,11.8275995254517
"219",130302020302,19.2318992614746
"220",130500031603,9.20895004272461
"221",130600100302,29.4459991455078
"222",130600100502,16.7327995300293
"223",130301020302,11.3437995910645
"224",130600071203,14.4610996246338
"225",130302020105,19.603099822998
"226",130301030306,11.5811004638672
"227",130600100301,30.3707008361816
"228",130301030305,11.2371997833252
"229",130600071310,13.0221996307373
"230",130600071102,13.7160997390747
"231",130600071401,13.5843000411987
"232",130301020301,12.4111003875732
"233",130600100306,20.2394008636475
"234",130301030304,11.0094003677368
"235",130301010411,11.6565999984741
"236",130301030302,11.1781997680664
"237",130301010301,18.5701999664307
"238",130500031601,16.0139007568359
"239",150400010803,23.0762004852295
"240",130600090401,18.8763999938965
"241",130600071306,14
"242",130500031401,20.7413997650146
"243",130600071309,13.5747995376587
"244",130301030204,11.4881000518799
"245",130600100104,22.3792991638184
"246",130301010211,11.9048004150391
"247",130301010406,17.0804004669189
"248",130500031407,10.7895002365112
"249",130600090403,16.7548999786377
"250",150400010802,22.6131000518799
"251",130500031404,18.5555992126465
"252",130600090405,15.2189998626709
"253",130500031405,13.2424001693726
"254",130600071307,14
"255",150400010805,22.5690002441406
"256",130301030203,11.5565004348755
"257",130202030408,14.7856998443604
"258",130202030604,9.63477993011475
"259",130600011302,13.7878999710083
"260",130202070903,13.7906999588013
"261",130202060404,12.819899559021
"262",130600020301,14
"263",130500011105,14.5092000961304
"264",130202070502,12.8273000717163
"265",130202040902,10.6471004486084
"266",130500010601,15.1487998962402
"267",130202071003,10.1621999740601
"268",130600020401,14.6541004180908
"269",130202040801,11.5059003829956
"270",130600011207,14.9853000640869
"271",130202060502,13.7333002090454
"272",130600020302,14
"273",130600011203,15.2571001052856
"274",130500020104,14.8364000320435
"275",130500011102,19.8624992370605
"276",130600020304,14
"277",130202090501,14.0139999389648
"278",130500010901,16.0949001312256
"279",130202030701,11.2245998382568
"280",130202060202,13.9267997741699
"281",130202060201,14.0173997879028
"282",130202030704,9.76315975189209
"283",130600030702,13.6833000183105
"284",130202090507,11.2435998916626
"285",110800020301,28.3472003936768
"286",130201010604,17.5536003112793
"287",140801030604,12.4762001037598
"288",130201021501,13.1728000640869
"289",140801030505,11.8860998153687
"290",130201020404,17.381799697876
"291",130201021102,23.6084003448486
"292",140801012008,9.51484966278076
"293",130201020707,14.7546997070313
"294",110800020209,17.9866008758545
"295",140801030402,15.4490003585815
"296",110800020106,24.717399597168
"297",110800020102,21.9806003570557
"298",130201010701,32.9583015441895
"299",130201020701,23.8118991851807
"300",130201020702,15.6605997085571
"301",110800020204,20.3134002685547
"302",130201010706,12.5625
"303",130201010703,16.2749996185303
"304",130201020703,16
"305",140801030504,10.3835000991821
"306",140801012002,10.743200302124
"307",110800030301,16.4666996002197
"308",130201020501,15.2222003936768
"309",130201020606,18.0338001251221
"310",110800020108,21.1692008972168
"311",110800010511,16
"312",140801030503,10.614800453186
"313",110800010603,15.7236003875732
